"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","fecundityDisturbance","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","costDisturbance","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","trafficLongCoefficient","fecundityDecRate","costMinFactor","fecundityRegen","fecundityReck","trafficShortCoefficient","migrationDistanceThreshold"
2,1.0,0.0,140,10.0,0,15,1.1,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689656994,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
9,1.0,0.0,140,10.0,0,15,1.8,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689670905,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
16,1.0,0.0,140,10.0,0,15,2.5,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689677623,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
23,1.0,0.0,140,10.0,0,15,3.2,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689683162,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
30,1.0,0.0,140,10.0,0,15,3.9,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689687585,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
37,1.0,0.0,140,10.0,0,15,4.6,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689692075,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
44,1.0,0.0,140,10.0,0,15,5.3,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689697048,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
51,1.0,0.0,140,10.0,0,15,6.0,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689701836,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
58,1.0,0.0,140,10.0,0,15,6.7,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689706546,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
65,1.0,0.0,140,10.0,0,15,7.4,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689711107,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
72,1.0,0.0,140,10.0,0,15,8.1,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689715628,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
79,1.0,0.0,140,10.0,0,15,8.8,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689720591,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
86,1.0,0.0,140,10.0,0,15,9.5,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689725023,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
1,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689659598,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
8,1.0,0.0,140,10.0,0,15,1.7,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689672946,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
15,1.0,0.0,140,10.0,0,15,2.4,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689679368,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
22,1.0,0.0,140,10.0,0,15,3.1,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689684647,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
29,1.0,0.0,140,10.0,0,15,3.8,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689690184,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
36,1.0,0.0,140,10.0,0,15,4.5,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689694989,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
43,1.0,0.0,140,10.0,0,15,5.2,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689700257,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
50,1.0,0.0,140,10.0,0,15,5.9,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689705243,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
57,1.0,0.0,140,10.0,0,15,6.6,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689710001,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
64,1.0,0.0,140,10.0,0,15,7.3,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689714922,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
71,1.0,0.0,140,10.0,0,15,8.0,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689719365,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
78,1.0,0.0,140,10.0,0,15,8.7,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689724392,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
85,1.0,0.0,140,10.0,0,15,9.4,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1689729362,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
