"run","disturbance","costPromotiveDecRate","uplandAmount","costDemotiveRes","disturbanceDelay","infert","costDemotiveDecRate","costPromotiveIncRate","fecundityPromotiveIncRate","gravityConstant","obTargetID","obSourceID","fecundityPromotiveRes","importsConstant","costDemotiveMax","fecundityPromotiveMax","importsCoefficient","fecundityDemotiveIncRate","costPromotiveRes","fecundityDemotiveDecRate","fecundityDemotiveMax","fecundityDemotiveRes","costPromotiveMax","randomSeed","importsDistanceDecayTerm","fecundityPromotiveDecRate","trafficLongCoefficient","costDemotiveIncRate","trafficShortCoefficient","migrationDistanceThreshold"
170,0.0,1.0,169,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296287477,2.0,1.0,0.03,0.05,0.05,100.0
177,0.0,1.0,176,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296276919,2.0,1.0,0.03,0.05,0.05,100.0
184,0.0,1.0,183,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296266469,2.0,1.0,0.03,0.05,0.05,100.0
191,0.0,1.0,190,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296255785,2.0,1.0,0.03,0.05,0.05,100.0
198,0.0,1.0,197,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296246751,2.0,1.0,0.03,0.05,0.05,100.0
205,0.0,1.0,204,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296236761,2.0,1.0,0.03,0.05,0.05,100.0
212,0.0,1.0,211,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296227416,2.0,1.0,0.03,0.05,0.05,100.0
219,0.0,1.0,218,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296218419,2.0,1.0,0.03,0.05,0.05,100.0
226,0.0,1.0,225,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296210387,2.0,1.0,0.03,0.05,0.05,100.0
233,0.0,1.0,232,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296202949,2.0,1.0,0.03,0.05,0.05,100.0
240,0.0,1.0,239,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296194940,2.0,1.0,0.03,0.05,0.05,100.0
247,0.0,1.0,246,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296187717,2.0,1.0,0.03,0.05,0.05,100.0
254,0.0,1.0,253,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296180166,2.0,1.0,0.03,0.05,0.05,100.0
261,0.0,1.0,260,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296172905,2.0,1.0,0.03,0.05,0.05,100.0
268,0.0,1.0,267,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296165180,2.0,1.0,0.03,0.05,0.05,100.0
275,0.0,1.0,274,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296158050,2.0,1.0,0.03,0.05,0.05,100.0
282,0.0,1.0,281,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296149986,2.0,1.0,0.03,0.05,0.05,100.0
289,0.0,1.0,288,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296142212,2.0,1.0,0.03,0.05,0.05,100.0
1,0.0,1.0,0,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296568872,2.0,1.0,0.03,0.05,0.05,100.0
8,0.0,1.0,7,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296561767,2.0,1.0,0.03,0.05,0.05,100.0
15,0.0,1.0,14,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296557520,2.0,1.0,0.03,0.05,0.05,100.0
22,0.0,1.0,21,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296552508,2.0,1.0,0.03,0.05,0.05,100.0
29,0.0,1.0,28,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296545189,2.0,1.0,0.03,0.05,0.05,100.0
36,0.0,1.0,35,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296537616,2.0,1.0,0.03,0.05,0.05,100.0
43,0.0,1.0,42,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296528908,2.0,1.0,0.03,0.05,0.05,100.0
50,0.0,1.0,49,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296518314,2.0,1.0,0.03,0.05,0.05,100.0
57,0.0,1.0,56,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296504940,2.0,1.0,0.03,0.05,0.05,100.0
64,0.0,1.0,63,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296491223,2.0,1.0,0.03,0.05,0.05,100.0
71,0.0,1.0,70,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296476297,2.0,1.0,0.03,0.05,0.05,100.0
78,0.0,1.0,77,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296462040,2.0,1.0,0.03,0.05,0.05,100.0
85,0.0,1.0,84,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296447209,2.0,1.0,0.03,0.05,0.05,100.0
92,0.0,1.0,91,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296433382,2.0,1.0,0.03,0.05,0.05,100.0
99,0.0,1.0,98,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296418592,2.0,1.0,0.03,0.05,0.05,100.0
106,0.0,1.0,105,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296403753,2.0,1.0,0.03,0.05,0.05,100.0
113,0.0,1.0,112,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296389618,2.0,1.0,0.03,0.05,0.05,100.0
120,0.0,1.0,119,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296376240,2.0,1.0,0.03,0.05,0.05,100.0
127,0.0,1.0,126,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296362776,2.0,1.0,0.03,0.05,0.05,100.0
134,0.0,1.0,133,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296348852,2.0,1.0,0.03,0.05,0.05,100.0
141,0.0,1.0,140,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296334023,2.0,1.0,0.03,0.05,0.05,100.0
148,0.0,1.0,147,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296321140,2.0,1.0,0.03,0.05,0.05,100.0
155,0.0,1.0,154,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296307505,2.0,1.0,0.03,0.05,0.05,100.0
162,0.0,1.0,161,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296294190,2.0,1.0,0.03,0.05,0.05,100.0
169,0.0,1.0,168,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296283030,2.0,1.0,0.03,0.05,0.05,100.0
176,0.0,1.0,175,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296272022,2.0,1.0,0.03,0.05,0.05,100.0
183,0.0,1.0,182,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296260577,2.0,1.0,0.03,0.05,0.05,100.0
190,0.0,1.0,189,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296249658,2.0,1.0,0.03,0.05,0.05,100.0
197,0.0,1.0,196,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296239223,2.0,1.0,0.03,0.05,0.05,100.0
204,0.0,1.0,203,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296230441,2.0,1.0,0.03,0.05,0.05,100.0
211,0.0,1.0,210,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296221103,2.0,1.0,0.03,0.05,0.05,100.0
218,0.0,1.0,217,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296212358,2.0,1.0,0.03,0.05,0.05,100.0
225,0.0,1.0,224,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296205840,2.0,1.0,0.03,0.05,0.05,100.0
232,0.0,1.0,231,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296197646,2.0,1.0,0.03,0.05,0.05,100.0
239,0.0,1.0,238,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296190367,2.0,1.0,0.03,0.05,0.05,100.0
246,0.0,1.0,245,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296182780,2.0,1.0,0.03,0.05,0.05,100.0
253,0.0,1.0,252,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296174605,2.0,1.0,0.03,0.05,0.05,100.0
260,0.0,1.0,259,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296166530,2.0,1.0,0.03,0.05,0.05,100.0
267,0.0,1.0,266,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296160011,2.0,1.0,0.03,0.05,0.05,100.0
274,0.0,1.0,273,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296152453,2.0,1.0,0.03,0.05,0.05,100.0
281,0.0,1.0,280,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296144820,2.0,1.0,0.03,0.05,0.05,100.0
288,0.0,1.0,287,1.0,0,15,1.0,0.1,0.5,1.0,41,1,1.0,0.5,20.0,20.0,2.0,0.25,0.0,0.05,10.0,1.0,0.9999,-1296137580,2.0,1.0,0.03,0.05,0.05,100.0
