"run","disturbance","fecundityMin","uplandAmount","costMaxFactor","disturbanceDelay","infert","fecundityDisturbance","gravityConstant","obTargetID","obSourceID","costIncRate","importsConstant","costDisturbance","fecundityMax","costRegen","costResil","costDecRate","importsCoefficient","randomSeed","fecundityIncRate","fecundityResil","importsDistanceDecayTerm","trafficLongCoefficient","fecundityDecRate","costMinFactor","fecundityRegen","fecundityReck","trafficShortCoefficient","migrationDistanceThreshold"
72,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.1,10.0,5.0E-4,0.7,3.33E-4,2.0,1688209405,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
79,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.8,10.0,5.0E-4,0.7,3.33E-4,2.0,1688215060,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
86,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,9.5,10.0,5.0E-4,0.7,3.33E-4,2.0,1688220502,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
1,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1688128847,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
8,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,1.7,10.0,5.0E-4,0.7,3.33E-4,2.0,1688142657,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
15,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,2.4,10.0,5.0E-4,0.7,3.33E-4,2.0,1688153974,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
22,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,3.1,10.0,5.0E-4,0.7,3.33E-4,2.0,1688163146,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
29,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,3.8,10.0,5.0E-4,0.7,3.33E-4,2.0,1688170434,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
36,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,4.5,10.0,5.0E-4,0.7,3.33E-4,2.0,1688177203,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
43,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,5.2,10.0,5.0E-4,0.7,3.33E-4,2.0,1688183949,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
50,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,5.9,10.0,5.0E-4,0.7,3.33E-4,2.0,1688191228,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
57,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,6.6,10.0,5.0E-4,0.7,3.33E-4,2.0,1688197877,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
64,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,7.3,10.0,5.0E-4,0.7,3.33E-4,2.0,1688203611,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
71,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.0,10.0,5.0E-4,0.7,3.33E-4,2.0,1688209270,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
78,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,8.7,10.0,5.0E-4,0.7,3.33E-4,2.0,1688215064,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
85,1.0,0.0,140,10.0,0,15,1.0,1.0,41,1,0.0667,0.5,9.4,10.0,5.0E-4,0.7,3.33E-4,2.0,1688221490,0.1,0.7,2.0,0.03,2.0,0.2,0.05,1.0,0.05,100.0
