"run","uplandAmount","costPromotiveDecRate","costDemotiveRes","disturbanceDelay","infert","costDemotiveDecRate","costPromotiveIncRate","fecundityPromotiveIncRate","obTargetID","obSourceID","fecundityPromotiveRes","trafficPromotiveLongCoefficient","observedType","costDemotiveMax","fecundityPromotiveMax","importsCoefficient","trafficPromotiveShortCoefficient","importsYIntercept","trafficDemotiveLongCoefficient","fecundityDemotiveIncRate","costPromotiveRes","fecundityDemotiveDecRate","fecundityDemotiveMax","fecundityDemotiveRes","costPromotiveMax","randomSeed","fecundityPromotiveDecRate","trafficDemotiveShortCoefficient","costDemotiveIncRate","disturbanceRemovalChance"
34,130,1.0,0.3333333333333333,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
35,130,1.0,0.4444444444444444,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,1314214556,0.1,1.0,0.01,0.15
36,130,1.0,0.5555555555555556,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,70510883,0.1,1.0,0.01,0.15
37,130,1.0,0.6666666666666666,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
38,130,1.0,0.7777777777777777,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,100173931,0.1,1.0,0.01,0.15
39,130,1.0,0.8888888888888888,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
40,130,1.0,1.0,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
41,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.0,0.15
42,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.005555555555555556,0.15
43,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.011111111111111112,0.15
44,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.016666666666666666,0.15
45,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.022222222222222223,0.15
46,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.02777777777777778,0.15
47,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.03333333333333333,0.15
48,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.03888888888888889,0.15
49,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.044444444444444446,0.15
50,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.05,0.15
51,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.0,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
52,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.1111111111111111,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,237506979,0.1,1.0,0.01,0.15
53,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.2222222222222222,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
54,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.3333333333333333,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
55,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.4444444444444444,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
56,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5555555555555556,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
57,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.6666666666666666,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
58,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.7777777777777777,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,2093806685,0.1,1.0,0.01,0.15
59,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.8888888888888888,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
60,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,1.0,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
61,130,1.0,0.5,0,15,1.0,0.02,0.0,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
62,130,1.0,0.5,0,15,1.0,0.02,0.0011111111111111111,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
63,130,1.0,0.5,0,15,1.0,0.02,0.0022222222222222222,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
64,130,1.0,0.5,0,15,1.0,0.02,0.003333333333333333,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,1580360575,0.1,1.0,0.01,0.15
65,130,1.0,0.5,0,15,1.0,0.02,0.0044444444444444444,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
66,130,1.0,0.5,0,15,1.0,0.02,0.005555555555555556,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
67,130,1.0,0.5,0,15,1.0,0.02,0.006666666666666666,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
68,130,1.0,0.5,0,15,1.0,0.02,0.0077777777777777776,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
69,130,1.0,0.5,0,15,1.0,0.02,0.008888888888888889,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
70,130,1.0,0.5,0,15,1.0,0.02,0.01,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
71,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.0,0.5,-2147483648,0.1,1.0,0.01,0.15
72,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.1111111111111111,0.5,1453005850,0.1,1.0,0.01,0.15
73,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.2222222222222222,0.5,1136242654,0.1,1.0,0.01,0.15
74,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.3333333333333333,0.5,-2147483648,0.1,1.0,0.01,0.15
75,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.4444444444444444,0.5,1465713661,0.1,1.0,0.01,0.15
76,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5555555555555556,0.5,-2147483648,0.1,1.0,0.01,0.15
77,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.6666666666666666,0.5,1016323296,0.1,1.0,0.01,0.15
78,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.7777777777777777,0.5,-2147483648,0.1,1.0,0.01,0.15
79,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.8888888888888888,0.5,-2147483648,0.1,1.0,0.01,0.15
80,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,1.0,0.5,-2147483648,0.1,1.0,0.01,0.15
81,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.0,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
82,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,2.777777777777778E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
83,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,5.555555555555556E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
84,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,8.333333333333333E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
85,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.0011111111111111111,0.5,0.1,10.0,0.5,0.5,1420251473,0.1,1.0,0.01,0.15
86,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.001388888888888889,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
87,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.0016666666666666666,0.5,0.1,10.0,0.5,0.5,1642733663,0.1,1.0,0.01,0.15
88,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.0019444444444444444,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
89,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.0022222222222222222,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
90,130,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,0.0025,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
91,0,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
92,27,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
93,55,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,237265122,0.1,1.0,0.01,0.15
94,83,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
95,111,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
96,138,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
97,166,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
98,194,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
99,222,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
100,250,1.0,0.5,0,15,1.0,0.02,0.005,271,288,0.5,0.1,"bajo",20.0,20.0,-0.15,0.2,15.0,0.0,3.0E-4,0.5,0.1,10.0,0.5,0.5,-2147483648,0.1,1.0,0.01,0.15
